scientificName,decimalLatitude,decimalLongitude,eventDate,datasetKey
"Periparus ater (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Gallinula chloropus (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus pilaris Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Poecile palustris (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus iliacus Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Troglodytes troglodytes (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya fuligula (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Ardea cinerea Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aegithalos caudatus (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Dendrocopos major (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mareca penelope (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fulica atra Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus viscivorus Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Falco tinnunculus Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Accipiter nisus (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mareca strepera (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Podiceps cristatus (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Buteo buteo (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Carduelis carduelis (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Sitta europaea Linnaeus, 1758",52.779095,-2.326977,2023-01-06,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Alcedo atthis (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anser anser (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus viscivorus Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba oenas Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fulica atra Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Ardea cinerea Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Troglodytes troglodytes (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Gallinula chloropus (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Carduelis carduelis (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Sitta europaea Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phalacrocorax carbo (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Spatula clypeata (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya fuligula (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Periparus ater (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corax Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Regulus regulus (Linnaeus, 1758)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.78058,-2.384474,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Egretta garzetta (Linnaeus, 1766)",52.736263,-2.568091,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Streptopelia decaocto (Frivaldszky, 1838)",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Regulus regulus (Linnaeus, 1758)",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Carduelis carduelis (Linnaeus, 1758)",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Linaria cannabina (Linnaeus, 1758)",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.71462,-2.543589,2023-01-08,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Alauda arvensis Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus philomelos C.L.Brehm, 1831",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anthus pratensis (Linnaeus, 1758)",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus iliacus Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza calandra Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza citrinella Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza schoeniclus (Linnaeus, 1758)",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Prunella modularis (Linnaeus, 1758)",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Falco tinnunculus Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Sturnus vulgaris Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus frugilegus Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba oenas Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Tyto alba (Scopoli, 1769)",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus fuscus Linnaeus, 1758",52.718403,-2.557547,2023-01-14,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus fuscus Linnaeus, 1758",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phalacrocorax carbo (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Ardea cinerea Linnaeus, 1758",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus argentatus Pontoppidan, 1763",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anser anser (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Podiceps cristatus (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus marinus Linnaeus, 1758",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya fuligula (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Accipiter nisus (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus michahellis J.F.Naumann, 1840",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mareca strepera (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya ferina (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Gallinula chloropus (Linnaeus, 1758)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fulica atra Linnaeus, 1758",52.681168,-2.409954,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Sitta europaea Linnaeus, 1758",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Troglodytes troglodytes (Linnaeus, 1758)",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aegithalos caudatus (Linnaeus, 1758)",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pica pica (Linnaeus, 1758)",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Prunella modularis (Linnaeus, 1758)",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Streptopelia decaocto (Frivaldszky, 1838)",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus pilaris Linnaeus, 1758",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Sturnus vulgaris Linnaeus, 1758",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus philomelos C.L.Brehm, 1831",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Carduelis carduelis (Linnaeus, 1758)",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.77598,-2.477499,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Ardea cinerea Linnaeus, 1758",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus fuscus Linnaeus, 1758",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mareca strepera (Linnaeus, 1758)",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anser anser (Linnaeus, 1758)",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phasianus colchicus Linnaeus, 1758",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mergus merganser Linnaeus, 1758",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Tachybaptus ruficollis (Pallas, 1764)",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas acuta Linnaeus, 1758",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anser anser (Linnaeus, 1758)",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Buteo buteo (Linnaeus, 1758)",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Vanellus vanellus (Linnaeus, 1758)",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mergus merganser Linnaeus, 1758",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Pluvialis apricaria (Linnaeus, 1758)",52.6446,-2.626436,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Egretta garzetta (Linnaeus, 1766)",52.674873,-2.649199,2023-01-19,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.771694,-2.380104,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.771694,-2.380104,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Periparus ater (Linnaeus, 1758)",52.771694,-2.380104,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Gallinula chloropus (Linnaeus, 1758)",52.771694,-2.380104,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Columba palumbus Linnaeus, 1758",52.771694,-2.380104,2023-01-18,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anser anser (Linnaeus, 1758)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cygnus olor (J.F.Gmelin, 1789)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aythya fuligula (Linnaeus, 1758)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus michahellis J.F.Naumann, 1840",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Gallinula chloropus (Linnaeus, 1758)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus canus Linnaeus, 1758",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Anas platyrhynchos Linnaeus, 1758",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fulica atra Linnaeus, 1758",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Alcedo atthis (Linnaeus, 1758)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Motacilla cinerea Tunstall, 1771",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus argentatus Pontoppidan, 1763",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Larus fuscus Linnaeus, 1758",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Mergus merganser Linnaeus, 1758",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Aegithalos caudatus (Linnaeus, 1758)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Podiceps cristatus (Linnaeus, 1758)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus frugilegus Linnaeus, 1758",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Spatula clypeata (Linnaeus, 1758)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Garrulus glandarius (Linnaeus, 1758)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.70921,-2.46387,2023-01-20,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.771694,-2.380104,2023-01-21,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Motacilla cinerea Tunstall, 1771",52.771694,-2.380104,2023-01-21,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Chroicocephalus ridibundus (Linnaeus, 1766)",52.771694,-2.380104,2023-01-21,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corax Linnaeus, 1758",52.771694,-2.380104,2023-01-21,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.771694,-2.380104,2023-01-21,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.771694,-2.380104,2023-01-21,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Branta canadensis (Linnaeus, 1758)",52.771694,-2.380104,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.771694,-2.380104,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Sturnus vulgaris Linnaeus, 1758",52.771694,-2.380104,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus merula Linnaeus, 1758",52.771694,-2.380104,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.771694,-2.380104,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.771694,-2.380104,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus corone Linnaeus, 1758",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Cyanistes caeruleus (Linnaeus, 1758)",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus iliacus Linnaeus, 1758",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Emberiza schoeniclus (Linnaeus, 1758)",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Carduelis carduelis (Linnaeus, 1758)",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Phasianus colchicus Linnaeus, 1758",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Parus major Linnaeus, 1758",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Corvus monedula Linnaeus, 1758",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Fringilla coelebs Linnaeus, 1758",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Passer domesticus (Linnaeus, 1758)",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Turdus pilaris Linnaeus, 1758",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Gallinula chloropus (Linnaeus, 1758)",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
"Erithacus rubecula (Linnaeus, 1758)",52.651924,-2.386542,2023-01-22,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
