common_name,scientific_name,start_time,end_time,confidence,label,filename
Eurasian Blackbird,Turdus merula,981.0,984.0,0.46315085887908936,Turdus merula_Eurasian Blackbird,XC3_20210404_054400.wav
Common Wood-Pigeon,Columba palumbus,1431.0,1434.0,0.6579500436782837,Columba palumbus_Common Wood-Pigeon,XC3_20210404_054400.wav
European Robin,Erithacus rubecula,1590.0,1593.0,0.5375411510467529,Erithacus rubecula_European Robin,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1707.0,1710.0,0.6575358510017395,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1716.0,1719.0,0.9627051949501038,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1731.0,1734.0,0.8387518525123596,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1758.0,1761.0,0.5055519342422485,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1764.0,1767.0,0.42195767164230347,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1776.0,1779.0,0.5019224286079407,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1779.0,1782.0,0.8306111693382263,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1782.0,1785.0,0.43302300572395325,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1809.0,1812.0,0.5971740484237671,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1812.0,1815.0,0.588790774345398,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1815.0,1818.0,0.8587759137153625,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1818.0,1821.0,0.48744574189186096,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1821.0,1824.0,0.636483907699585,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1824.0,1827.0,0.40207213163375854,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1830.0,1833.0,0.7091996669769287,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1836.0,1839.0,0.4393686056137085,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1845.0,1848.0,0.7346587181091309,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1872.0,1875.0,0.47467100620269775,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1881.0,1884.0,0.48374781012535095,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1893.0,1896.0,0.4544908106327057,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Eurasian Blackbird,Turdus merula,1896.0,1899.0,0.5510860681533813,Turdus merula_Eurasian Blackbird,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1896.0,1899.0,0.46664097905158997,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Spotted Flycatcher,Muscicapa striata,1899.0,1902.0,0.42724987864494324,Muscicapa striata_Spotted Flycatcher,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1905.0,1908.0,0.7626456022262573,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1920.0,1923.0,0.8436043858528137,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1929.0,1932.0,0.6524993777275085,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1932.0,1935.0,0.8699153661727905,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1941.0,1944.0,0.8618096113204956,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1959.0,1962.0,0.7026100754737854,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,1998.0,2001.0,0.42019373178482056,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,2004.0,2007.0,0.6332879066467285,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,2007.0,2010.0,0.7511489987373352,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,2010.0,2013.0,0.8392666578292847,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,2034.0,2037.0,0.6212574243545532,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,2064.0,2067.0,0.5113142132759094,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Common Wood-Pigeon,Columba palumbus,2118.0,2121.0,0.684012770652771,Columba palumbus_Common Wood-Pigeon,XC3_20210404_054400.wav
Common Wood-Pigeon,Columba palumbus,2130.0,2133.0,0.7007060050964355,Columba palumbus_Common Wood-Pigeon,XC3_20210404_054400.wav
Common Wood-Pigeon,Columba palumbus,2157.0,2160.0,0.635720431804657,Columba palumbus_Common Wood-Pigeon,XC3_20210404_054400.wav
Common Wood-Pigeon,Columba palumbus,2160.0,2163.0,0.6401687264442444,Columba palumbus_Common Wood-Pigeon,XC3_20210404_054400.wav
Common Wood-Pigeon,Columba palumbus,2163.0,2166.0,0.7882100939750671,Columba palumbus_Common Wood-Pigeon,XC3_20210404_054400.wav
Common Wood-Pigeon,Columba palumbus,2166.0,2169.0,0.8264846801757812,Columba palumbus_Common Wood-Pigeon,XC3_20210404_054400.wav
Common Wood-Pigeon,Columba palumbus,2169.0,2172.0,0.5934561491012573,Columba palumbus_Common Wood-Pigeon,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,2397.0,2400.0,0.7233115434646606,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Song Thrush,Turdus philomelos,2400.0,2403.0,0.822941243648529,Turdus philomelos_Song Thrush,XC3_20210404_054400.wav
Eurasian Nuthatch,Sitta europaea,2451.0,2454.0,0.5075953006744385,Sitta europaea_Eurasian Nuthatch,XC3_20210404_054400.wav
Eurasian Nuthatch,Sitta europaea,2454.0,2457.0,0.5353672504425049,Sitta europaea_Eurasian Nuthatch,XC3_20210404_054400.wav
Eurasian Nuthatch,Sitta europaea,2463.0,2466.0,0.7820454835891724,Sitta europaea_Eurasian Nuthatch,XC3_20210404_054400.wav
Eurasian Wren,Troglodytes troglodytes,2475.0,2478.0,0.444796621799469,Troglodytes troglodytes_Eurasian Wren,XC3_20210404_054400.wav
Common Wood-Pigeon,Columba palumbus,2478.0,2481.0,0.4839038550853729,Columba palumbus_Common Wood-Pigeon,XC3_20210404_054400.wav
